507183 397    507183    0    0   650    100      0   1362    689   9   0
508966 398    508966    3    0  1200    600      0   1188   1090  54   4
509498 399    509498   13    0   700    900    825    360    246  54   4
510761 400    510761    0    0   750    200      0   2719    621  12   0
512530 401    512530    2    0  1600   1325      0   3146    598  94   2
514326 402    514326   10    0  1350    250      0   2787    683  15   0
515457 403    515457   15    0  1350    400      0     14    115  17   0
516816 404    516816    0    0  1100     50      0   2254    545  43   2
518431 405    518431    4    5  2350   3400    400   6364    976  39   1
519556 406    519556    1    0   750    300      0    214    560  10   0
521310 407    521310    0    0  1400   1225      0    981    666  35   1
523062 408    523062    0    0  1150    675      0   2631   1154  60   1
524845 409    524845    6    2  2350    375      0   4179    761  111   2
526632 410    526632    0    0  2450   2250      0   4393   1688  164  10
528290 411    528290   21    4  1850    525      0   8445    916  27   1
529856 412    529856    4    1  1300    100      0   6328   1060  36   1
531552 413    531552    3    4  1300    350      0   5814   1878  49   2
533328 414    533328    0    0  1400    650      0   1272    631  26   0
535091 415    535091   18    2  2700   1150      0   1041    860  136   3
536885 416    536885   11    1  2850   1350      0    573   1250  100   7
538254 417    538254    2    0   850      0      0   5440    652  16   0
540022 418    540022   25   17  3200    725      0    871   1031  65  14
541240 419    541240    0    0   600     50      0   1034    638  16   0
542528 420    542528    0    0   850    200      0    796    608  27   0
543298 421    543298   24    0  1400   1175   1125   2117    120  31   1
545083 422    545083    2    3  2150    300      0   1276    533  176   5
546450 423    546450    0    0  1250    550      0    556    501  21   0
547813 424    547813   27    2  1700   1850   1400   1981    556  131   1
549602 425    549602    5    1  1900    600      0   7700   2307  135   3
551310 426    551310    0    0  1100    100      0    621    768  11   0
552655 427    552655    1    0   950    400      0    196    580  17   0
554453 428    554453    0    0  1500   1925      0   2280    632  27   0
556230 429    556230    7    1  1650    350      0   4502   1049  70   3
557991 430    557991    1    0  1300    450      0   1403    700   1   0
559281 431    559281    0    0   950      0      0   1369    567  14   0
561075 432    561075    5    0  1300    400      0   2585    700  40   0
561661 433    561661   15    0   850   1000    825    681    231  11   0
563018 434    563018    6    0  1300    450      0    834    486   3   0
564415 435    564415    0    0  1000      0      0   4759    876  36   1
565670 436    565670    0    0   700    150      0    837    637   3   0
566918 437    566918    0    0  1100     50      0   2880    498  12   0
568688 438    568688    2    0  1350    550      0    719    683  56   0
569771 439    569771    0    0   700    150      0    804    580  63   0
571472 440    571472    0    0  1250    650      0   1287   1300  46   1
573200 441    573200    9    6  1800   1350      0   2670   1006  172   5
574424 442    574424    0    0   650    200      0   1094    634  14   0
576146 443    576146    0    1  1050    550      0   2811   1305  69   2
577856 444    577856    2    0  1600   1100      0    607    598  120   0
579478 445    579478    1    0  1200    225      0   3475   1340  62   1
580771 446    580771    0    0   950    200      0   1529    584  20   0
